Title,Type,genres,releaseYear,Imbid,imbdAverageRating,imbdNumVotes,availableCountries
The Goonies,movie,"Adventure, Comedy, Family",1985,tt0089218,7.7,305405,JP
Mad Max Beyond Thunderdome,movie,"Action, Adventure, Sci-Fi",1985,tt0089530,6.2,155608,JP
Hollow Man,movie,"Action, Horror, Sci-Fi",2000,tt0164052,5.9,140445,US
The Fly,movie,"Drama, Horror, Sci-Fi",1986,tt0091064,7.6,209029,US
The Crow: Salvation,movie,"Action, Crime, Fantasy",2000,tt0132910,4.9,13056,US
Black Mask,movie,"Action, Adventure, Comedy",1996,tt0115693,6,12477,JP
The Way of the Dragon,movie,"Action, Adventure, Comedy",1972,tt0068935,7.2,41972,JP
Dodgeball: A True Underdog Story,movie,"Comedy, Sport",2004,tt0364725,6.7,271885,US
Daredevil,movie,"Action, Crime",2003,tt0287978,5.3,232594,JP
Spy Kids 2: Island of Lost Dreams,movie,"Action, Adventure, Comedy",2002,tt0287717,5.3,75032,JP
Scanners,movie,"Horror, Sci-Fi, Thriller",1981,tt0081455,6.7,63368,JP
House of Flying Daggers,movie,"Action, Adventure, Drama",2004,tt0385004,7.5,117071,JP
The Exorcist,movie,Horror,1973,tt0070047,8.1,467012,JP
That Thing You Do!,movie,"Comedy, Drama, Music",1996,tt0117887,7,75055,US
Hot Shots!,movie,"Action, Comedy",1991,tt0102059,6.7,118632,US
Big Momma's House,movie,"Action, Comedy, Crime",2000,tt0208003,5.2,92131,US
Super Mario Bros.,movie,"Adventure, Comedy, Family",1993,tt0108255,4.2,64093,JP
Romy and Michele's High School Reunion,movie,Comedy,1997,tt0120032,6.3,54948,US
Happy Gilmore,movie,"Comedy, Sport",1996,tt0116483,7,256074,US
The Fast and the Furious: Tokyo Drift,movie,"Action, Crime, Thriller",2006,tt0463985,6.1,307130,JP
The Negotiator,movie,"Action, Crime, Drama",1998,tt0120768,7.3,157922,JP
The Italian Job,movie,"Action, Crime, Thriller",2003,tt0317740,7,393878,JP
Mad Max,movie,"Action, Adventure, Sci-Fi",1979,tt0079501,6.8,234448,JP
Ju-On: The Grudge 2,movie,"Drama, Horror, Mystery",2003,tt0367913,6.3,11229,JP
Ring 2,movie,"Horror, Mystery, Sci-Fi",1999,tt0218553,5.9,15044,JP
Ring 0: Birthday,movie,"Horror, Mystery, Thriller",2000,tt0235712,5.9,10125,JP
Sideways,movie,"Comedy, Drama, Romance",2004,tt0375063,7.5,207786,US
Children of Men,movie,"Action, Drama, Sci-Fi",2006,tt0206634,7.9,538329,JP
One Missed Call,movie,"Horror, Mystery",2003,tt0366292,6.2,19692,JP
"Blood In, Blood Out",movie,"Biography, Crime, Drama",1993,tt0106469,7.9,35281,US
Swordfish,movie,"Action, Crime, Thriller",2001,tt0244244,6.5,198417,JP
Spiral,movie,"Drama, Fantasy, Horror",1998,tt0134928,5.2,4152,JP
Hope Floats,movie,"Drama, Romance",1998,tt0119313,6,31086,US
Hannibal,movie,"Crime, Drama, Thriller",2001,tt0212985,6.8,299164,JP
Unbreakable,movie,"Drama, Mystery, Sci-Fi",2000,tt0217869,7.3,450143,US
The Hills Have Eyes,movie,"Horror, Thriller",2006,tt0454841,6.4,187199,US
The Hills Have Eyes 2,movie,"Horror, Thriller",2007,tt0800069,5.1,68721,US
The Fast and the Furious,movie,"Action, Crime, Thriller",2001,tt0232500,6.8,428094,JP
Happy Feet,movie,"Adventure, Animation, Comedy",2006,tt0366548,6.4,203454,JP
The Princess Diaries,movie,"Comedy, Family, Romance",2001,tt0247638,6.4,168872,US
Grandma's Boy,movie,Comedy,2006,tt0456554,6.9,89687,US
Robots,movie,"Adventure, Animation, Comedy",2005,tt0358082,6.4,165662,US
Deck the Halls,movie,"Comedy, Family",2006,tt0790604,5.1,33501,US
Curious George,movie,"Adventure, Animation, Comedy",2006,tt0381971,6.5,18518,US
Arthur and the Invisibles,movie,"Adventure, Animation, Comedy",2006,tt0344854,6,41728,JP
The Pacifier,movie,"Action, Comedy, Drama",2005,tt0395699,5.6,102467,US
Unleashed,movie,"Action, Crime, Thriller",2005,tt0342258,7,109036,JP
Just Friends,movie,"Comedy, Romance",2005,tt0433400,6.2,129195,US
My Lucky Stars,movie,"Action, Comedy, Crime",1985,tt0089177,6.3,6207,JP
District B13,movie,"Action, Crime, Sci-Fi",2004,tt0414852,7.1,74755,JP
Spy Kids,movie,"Action, Adventure, Comedy",2001,tt0227538,5.6,129552,JP
9½ Weeks,movie,"Drama, Romance",1986,tt0091635,5.9,44517,JP
Reno 911!: Miami,movie,"Comedy, Crime",2007,tt0499554,5.9,28162,US
Shinobi: Heart Under Blade,movie,"Action, Drama, Fantasy",2005,tt0475723,6.8,12999,JP
White Men Can't Jump,movie,"Comedy, Sport",1992,tt0105812,6.8,100218,US
My Left Foot,movie,"Biography, Drama",1989,tt0097937,7.8,81159,JP
The Day the Earth Stood Still,movie,"Adventure, Drama, Sci-Fi",2008,tt0970416,5.5,180659,US
Muppets from Space,movie,"Adventure, Comedy, Family",1999,tt0158811,6.2,20996,US
A Walk to Remember,movie,"Drama, Romance",2002,tt0281358,7.3,224404,US
Funny Games,movie,"Crime, Drama, Thriller",1997,tt0119167,7.5,87357,JP
The Shaolin Temple,movie,"Action, Comedy, Drama",1982,tt0079891,6.8,4867,JP
The Ides of March,movie,"Drama, Thriller",2011,tt1124035,7.1,233041,JP
Freaky Friday,movie,"Comedy, Family, Fantasy",2003,tt0322330,6.3,156682,US
Dobermann,movie,"Action, Comedy, Crime",1997,tt0118996,6.5,19009,JP
Volcano,movie,"Action, Drama, Sci-Fi",1997,tt0120461,5.5,83464,US
Purple Noon,movie,"Crime, Drama, Thriller",1960,tt0054189,7.7,21263,JP
My Cousin Vinny,movie,"Comedy, Crime",1992,tt0104952,7.6,145359,US
Hanging Up,movie,"Comedy, Drama",2000,tt0162983,4.9,13299,US
Deuce Bigalow: Male Gigolo,movie,"Comedy, Romance",1999,tt0205000,5.7,81267,US
The Road to Wellville,movie,"Comedy, Drama",1994,tt0111001,5.9,13449,JP
Drop Dead Gorgeous,movie,"Comedy, Romance, Thriller",1999,tt0157503,6.7,41954,JP
Perfect Blue,movie,"Animation, Crime, Drama",1997,tt0156887,8,101682,JP
Bride Wars,movie,"Comedy, Romance",2009,tt0901476,5.5,117486,US
Sherlock Holmes,movie,"Action, Adventure, Mystery",2009,tt0988045,7.6,680922,JP
The Crow: City of Angels,movie,"Action, Crime, Fantasy",1996,tt0115986,4.6,22514,JP
Child's Play,movie,"Horror, Thriller",1988,tt0094862,6.7,121896,JP
Hitman,movie,"Action, Comedy, Crime",1998,tt0163818,6.1,5638,JP
Once Upon a Time in China and America,movie,"Action, Adventure, History",1997,tt0120530,6.3,4394,JP
Mean Girls,movie,Comedy,2004,tt0377092,7.1,448871,JP
Magnum Force,movie,"Action, Crime, Mystery",1973,tt0070355,7.2,68138,JP
The Enforcer,movie,"Action, Crime, Thriller",1976,tt0074483,6.7,50290,JP
Sudden Impact,movie,"Action, Crime, Thriller",1983,tt0086383,6.6,49715,JP
The Dead Pool,movie,"Action, Crime, Mystery",1988,tt0094963,6.3,50007,JP
The Waterboy,movie,"Comedy, Sport",1998,tt0120484,6.2,182347,US
[Rec]²,movie,"Horror, Thriller",2009,tt1245112,6.5,80185,JP
Tigerland,movie,"Drama, War",2000,tt0170691,6.9,43770,US
The Client,movie,"Crime, Drama, Mystery",1994,tt0109446,6.7,75114,JP
Police Story 2,movie,"Action, Comedy, Crime",1988,tt0095403,7.1,23172,JP
Infernal Affairs,movie,"Action, Crime, Drama",2002,tt0338564,8,133217,JP
Showgirls,movie,Drama,1995,tt0114436,5.1,76484,JP
Dr. Dolittle 2,movie,"Comedy, Family, Fantasy",2001,tt0240462,4.7,48058,US
Water Lilies,movie,"Drama, Romance",2007,tt0869977,6.7,13948,JP
The Draughtsman's Contract,movie,"Comedy, Drama, Mystery",1982,tt0083851,7.2,11303,JP
Revolver,movie,"Action, Crime, Drama",2005,tt0365686,6.3,104527,JP
Joy Ride,movie,"Action, Mystery, Thriller",2001,tt0206314,6.6,77709,US
Malena,movie,"Drama, Romance, War",2000,tt0213847,7.4,114711,JP
High School Musical,movie,"Comedy, Drama, Family",2006,tt0475293,5.6,98846,US
Armour of God,movie,"Action, Adventure, Comedy",1986,tt0091431,6.9,22635,JP
Farewell My Concubine,movie,"Drama, Music, Romance",1993,tt0106332,8.1,34134,JP
Wonder Boys,movie,"Comedy, Drama",2000,tt0185014,7.2,67182,JP
Billy Madison,movie,Comedy,1995,tt0112508,6.4,159671,US
Taxi,movie,"Action, Comedy, Crime",2004,tt0316732,4.6,45558,"JP, US"
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,movie,"Adventure, Animation, Music",2003,tt0368667,7.8,15802,JP
Stalingrad,movie,"Drama, War",1993,tt0108211,7.5,38347,JP
The Associate,movie,Comedy,1996,tt0115580,6.1,9235,US
The Princess Diaries 2: Royal Engagement,movie,"Comedy, Family, Romance",2004,tt0368933,5.8,91256,US
Supercop,movie,"Action, Comedy, Crime",1992,tt0104558,7,24874,JP
My Sassy Girl,movie,"Comedy, Drama, Romance",2001,tt0293715,7.9,51105,JP
Child's Play 2,movie,"Horror, Thriller",1990,tt0099253,6,59796,JP
Child's Play 3,movie,"Horror, Thriller",1991,tt0103956,5.2,47866,JP
Wheels on Meals,movie,"Action, Comedy, Crime",1984,tt0087578,7,15645,JP
Shall We Dance?,movie,"Comedy, Drama, Music",1996,tt0117615,7.7,11870,JP
Hard Rain,movie,"Action, Crime, Drama",1998,tt0120696,5.9,37783,JP
The Cannonball Run,movie,"Action, Comedy, Sport",1981,tt0082136,6.2,40987,JP
Dead or Alive,movie,"Action, Crime, Drama",1999,tt0221111,6.7,8681,JP
Shutter Island,movie,"Drama, Mystery, Thriller",2010,tt1130884,8.2,1501215,JP
A Bittersweet Life,movie,"Action, Crime, Drama",2005,tt0456912,7.5,43723,JP
Never Been Kissed,movie,"Comedy, Drama, Romance",1999,tt0151738,6,99156,US
The Score,movie,"Action, Crime, Drama",2001,tt0227445,6.8,135635,JP
House,movie,"Comedy, Fantasy, Horror",1985,tt0091223,6.1,30864,JP
The Mission,movie,"Adventure, Drama, History",1986,tt0091530,7.4,67043,JP
Black Knight,movie,"Adventure, Comedy, Fantasy",2001,tt0265087,4.9,43978,US
A Better Tomorrow,movie,"Action, Crime, Drama",1986,tt0092263,7.4,26083,JP
Sweet Home Alabama,movie,"Comedy, Romance",2002,tt0256415,6.2,126162,US
Book of Shadows: Blair Witch 2,movie,"Adventure, Fantasy, Horror",2000,tt0229260,4,40652,JP
The Young Master,movie,"Action, Adventure, Comedy",1980,tt0081499,7,8439,JP
Big Momma's House 2,movie,"Comedy, Crime",2006,tt0421729,4.8,47209,US
Hellraiser III: Hell on Earth,movie,Horror,1992,tt0104409,5.5,35917,JP
The Dark Crystal,movie,"Adventure, Family, Fantasy",1982,tt0083791,7.1,73125,US
Ran,movie,"Action, Drama, War",1985,tt0089881,8.2,139220,JP
Infernal Affairs II,movie,"Action, Crime, Drama",2003,tt0369060,7.2,20158,JP
Casshern,movie,"Action, Sci-Fi",2004,tt0405821,6,13863,JP
Fist of Fury,movie,"Action, Drama, Romance",1972,tt0068767,7.2,34806,JP
The 36th Chamber of Shaolin,movie,"Action, Adventure, Drama",1978,tt0078243,7.6,18843,JP
Father of the Bride,movie,"Comedy, Family, Romance",1991,tt0101862,6.6,86128,US
The Hot Chick,movie,"Comedy, Fantasy",2002,tt0302640,5.6,104560,US
Father of the Bride Part II,movie,"Comedy, Family, Romance",1995,tt0113041,6.1,42423,US
High School Musical 3: Senior Year,movie,"Comedy, Drama, Family",2008,tt0962726,5,68831,US
Suspiria,movie,Horror,1977,tt0076786,7.3,109154,JP
Bullet in the Head,movie,"Action, Crime, Drama",1990,tt0099426,7.5,11941,JP
In Her Shoes,movie,"Comedy, Drama, Romance",2005,tt0388125,6.5,65749,US
Capricorn One,movie,"Action, Adventure, Drama",1977,tt0077294,6.8,25567,JP
When the Cat's Away,movie,"Comedy, Romance",1996,tt0115856,6.9,3649,JP
Tombstone,movie,"Biography, Drama, History",1993,tt0108358,7.8,171892,US
Thirteen Days,movie,"Drama, History, Thriller",2000,tt0146309,7.3,63716,JP
Men of Honor,movie,"Biography, Drama",2000,tt0203019,7.2,126930,US
Don't Say a Word,movie,"Drama, Mystery, Thriller",2001,tt0260866,6.3,57843,US
Body of Lies,movie,"Action, Drama, Thriller",2008,tt0758774,7,242198,JP
Ghost in the Shell 2: Innocence,movie,"Animation, Drama, Mystery",2004,tt0347246,7.4,40964,JP
The Hurt Locker,movie,"Drama, Thriller, War",2008,tt0887912,7.5,478952,JP
Dark Water,movie,"Drama, Horror, Mystery",2002,tt0308379,6.7,35672,JP
Spy Kids 3: Game Over,movie,"Action, Adventure, Comedy",2003,tt0338459,4.4,67617,JP
Harry Potter and the Deathly Hallows: Part 1,movie,"Adventure, Family, Fantasy",2010,tt0926084,7.7,613695,JP
Harry Potter and the Deathly Hallows: Part 2,movie,"Adventure, Family, Fantasy",2011,tt1201607,8.1,970064,JP
The Big Boss,movie,"Action, Crime, Drama",1971,tt0067824,6.9,30085,JP
The Twilight Samurai,movie,"Drama, Romance",2002,tt0351817,8.1,25960,JP
Silkwood,movie,"Biography, Drama, History",1983,tt0086312,7.1,22929,US
Calvaire,movie,"Drama, Horror, Thriller",2004,tt0407621,6.1,14195,JP
Shocker,movie,"Comedy, Horror, Thriller",1989,tt0098320,5.5,18220,JP
The Black Tulip,movie,"Action, Adventure, Comedy",1964,tt0058692,6.6,2908,JP
Street Fighter II: The Animated Movie,movie,"Action, Adventure, Animation",1994,tt0114563,7.2,10155,JP
Random Hearts,movie,"Drama, Mystery, Romance",1999,tt0156934,5.3,24171,US
La Belle Noiseuse,movie,Drama,1991,tt0101428,7.5,9680,JP
Il Mare,movie,"Drama, Fantasy, Romance",2000,tt0282599,7.5,9610,JP
The Secret Life of Bees,movie,Drama,2008,tt0416212,7.2,28380,US
The Place Promised in Our Early Days,movie,"Animation, Drama, Romance",2004,tt0381348,6.8,15418,JP
Sweet Rain: Accuracy of Death,movie,"Comedy, Drama, Fantasy",2008,tt1067086,6.8,1258,JP
Son in Law,movie,"Comedy, Drama, Romance",1993,tt0108186,5.9,23121,US
Friday the 13th,movie,"Horror, Mystery, Thriller",2009,tt0758746,5.5,119991,JP
FernGully: The Last Rainforest,movie,"Adventure, Animation, Family",1992,tt0104254,6.5,34845,US
Let the Right One In,movie,"Drama, Fantasy, Horror",2008,tt1139797,7.8,230315,JP
"Big Bang Love, Juvenile A",movie,"Drama, Fantasy",2006,tt0497876,6.7,2120,JP
Game of Death,movie,"Action, Crime, Drama",1978,tt0077594,5.9,22815,JP
The Tit and the Moon,movie,"Comedy, Romance",1994,tt0111403,6.3,3467,JP
Transporter 3,movie,"Action, Adventure, Thriller",2008,tt1129442,6.1,179199,JP
Santa Claus Is Comin' to Town,movie,"Adventure, Animation, Comedy",1970,tt0066327,7.7,17756,US
Always: Sunset on Third Street,movie,"Comedy, Drama, Family",2005,tt0488870,7.7,2540,JP
Star Trek,movie,"Action, Adventure, Sci-Fi",2009,tt0796366,7.9,624944,JP
When in Rome,movie,"Comedy, Romance",2010,tt1185416,5.5,65225,US
Five Deadly Venoms,movie,"Action, Drama, Mystery",1978,tt0077559,7,8175,JP
The Changeling,movie,"Horror, Mystery",1980,tt0080516,7.1,41474,JP
Labyrinth,movie,"Adventure, Family, Fantasy",1986,tt0091369,7.3,153708,US
Camp Rock,movie,"Comedy, Family, Music",2008,tt1055366,5.2,38239,US
Christmas with the Kranks,movie,"Comedy, Family",2004,tt0388419,5.5,58145,US
Frosty the Snowman,movie,"Animation, Comedy, Drama",1969,tt0064349,7.3,21753,US
Fast & Furious,movie,"Action, Crime, Thriller",2009,tt1013752,6.5,317016,JP
Exiled,movie,"Action, Crime, Drama",2006,tt0796212,7.2,9809,JP
Knowing,movie,"Action, Mystery, Sci-Fi",2009,tt0448011,6.2,251732,JP
Defiance,movie,"Action, Drama, History",2008,tt1034303,7.1,157198,JP
The Chaser,movie,"Action, Crime, Drama",2008,tt1190539,7.8,74609,JP
Madadayo,movie,Drama,1993,tt0107474,7.3,6302,JP
The Machine Girl,movie,"Action, Comedy, Horror",2008,tt1050160,5.9,10828,JP
Sword of the Stranger,movie,"Action, Adventure, Animation",2007,tt1121794,7.7,18642,JP
One Missed Call 2,movie,"Horror, Mystery",2005,tt0451010,5.3,3705,JP
0.45,movie,"Crime, Drama, Thriller",2006,tt0259822,5.5,8975,JP
The Girl Who Leapt Through Time,movie,"Adventure, Animation, Comedy",2006,tt0808506,7.7,72078,JP
9th Company,movie,"Action, Drama, History",2005,tt0417397,7.1,21902,JP
Aquamarine,movie,"Comedy, Family, Fantasy",2006,tt0429591,5.4,46043,US
Ninja Scroll,movie,"Action, Adventure, Animation",1993,tt0107692,7.8,41827,JP
Cadillac Records,movie,"Biography, Drama, Music",2008,tt1042877,7,23440,US
Marley & Me,movie,"Drama, Family",2008,tt0822832,7,169997,JP
Infernal Affairs III,movie,"Action, Crime, Drama",2003,tt0374339,6.8,15002,JP
Red Shadow: Akakage,movie,"Action, Adventure, Comedy",2001,tt0294280,5.5,968,JP
Notorious,movie,"Biography, Crime, Drama",2009,tt0472198,6.7,46588,US
When the Last Sword Is Drawn,movie,"Drama, History",2002,tt0359692,7.4,5430,JP
Adrift in Tokyo,movie,Comedy,2007,tt1098226,7.2,3143,JP
Harakiri,movie,"Action, Drama, Mystery",1962,tt0056058,8.6,72851,JP
Stealing Beauty,movie,"Drama, Mystery, Romance",1996,tt0117737,6.5,30977,JP
Rings,movie,"Drama, Horror, Mystery",2017,tt0498381,4.5,43883,JP
Patlabor: The Movie,movie,"Action, Animation, Crime",1989,tt0100339,7,5798,JP
Patlabor 2: The Movie,movie,"Action, Animation, Drama",1993,tt0124770,7.5,4746,JP
Lassie,movie,"Adventure, Comedy, Drama",2005,tt0431213,6.7,4737,JP
Nothing But the Truth,movie,"Crime, Drama, Mystery",2008,tt1073241,7.1,40278,JP
Afro Samurai: Resurrection,movie,"Action, Adventure, Animation",2009,tt1265998,7.1,9618,US
Ip Man,movie,"Action, Biography, Drama",2008,tt1220719,8,235972,JP
Tom and Jerry: The Magic Ring,movie,"Adventure, Animation, Comedy",2001,tt0303151,6.2,3773,JP
Crows Zero,movie,"Action, Comedy, Crime",2007,tt1016290,7,9079,JP
Welcome to Dongmakgol,movie,"Comedy, Drama, War",2005,tt0475783,7.6,7642,JP
Fat Albert,movie,"Comedy, Family, Fantasy",2004,tt0396592,4.4,13153,US
The Witch of the West Is Dead,movie,"Drama, Family",2008,tt1196210,6.6,221,JP
Galaxy Express 999,movie,"Action, Adventure, Animation",1979,tt0080772,7.4,2441,JP
District 13: Ultimatum,movie,"Action, Crime, Thriller",2009,tt1247640,6.5,46628,JP
The Terrible Children,movie,Drama,1950,tt0042436,6.9,4408,JP
Monsters vs. Aliens,movie,"Action, Adventure, Animation",2009,tt0892782,6.4,179481,US
Bleach: Memories of Nobody,movie,"Action, Adventure, Animation",2006,tt1105263,7.1,5018,JP
Hinokio,movie,"Drama, Sci-Fi",2005,tt0466375,6.4,633,JP
Madea Goes to Jail,movie,"Comedy, Crime, Drama",2009,tt1142800,4.6,13127,US
Install,movie,Drama,2004,tt0439631,5.7,290,JP
A Moment to Remember,movie,"Drama, Romance",2004,tt0428870,8.1,25986,JP
The Sky Crawlers,movie,"Animation, Drama, Sci-Fi",2008,tt1056437,6.7,5976,JP
Death Note: The Last Name,movie,"Adventure, Crime, Drama",2006,tt0810827,7.2,17868,JP
Jar City,movie,"Crime, Drama, Mystery",2006,tt0805576,6.8,5675,JP
Fantastic Planet,movie,"Animation, Sci-Fi",1973,tt0070544,7.7,38268,JP
Kinky Boots,movie,"Comedy, Drama, Music",2005,tt0434124,7.1,21857,JP
The Brothers McMullen,movie,"Comedy, Drama, Romance",1995,tt0112585,6.6,8323,US
Inferno,movie,Horror,1980,tt0080923,6.5,24726,JP
WXIII: Patlabor,movie,"Action, Animation, Crime",2001,tt0318819,6.6,1441,JP
Dragon Lord,movie,"Action, Comedy, Sport",1982,tt0084266,6.3,4551,JP
Departures,movie,Drama,2008,tt1069238,8,55654,JP
Yo-Yo Girl Cop,movie,Action,2006,tt0781084,4.9,1203,JP
9 Souls,movie,"Adventure, Comedy, Crime",2003,tt0370244,7.1,1947,JP
Bleach the Movie 2: The DiamondDust Rebellion,movie,"Action, Animation, Mystery",2007,tt1148261,7,3599,JP
Shutter,movie,"Horror, Mystery, Thriller",2004,tt0440803,7,50458,JP
What We Do Is Secret,movie,"Biography, Drama, Music",2007,tt0384683,6.3,2087,JP
Eddie Murphy: Raw,movie,"Comedy, Documentary",1987,tt0092948,7.6,21042,US
"Bleach: Fade to Black, I Call Your Name",movie,"Action, Animation, Drama",2008,tt1339302,7.1,2785,JP
The Princess Blade,movie,"Action, Sci-Fi",2001,tt0310149,5.6,3102,JP
Summer Days with Coo,movie,"Adventure, Animation, Comedy",2007,tt1179773,7.4,2203,JP
Miami Rhapsody,movie,"Comedy, Romance",1995,tt0113808,5.4,3579,US
Diggers,movie,"Comedy, Drama",2006,tt0469897,6.3,3058,US
Laid to Rest,movie,"Horror, Thriller",2009,tt1228933,5.2,9162,JP
District 9,movie,"Action, Sci-Fi, Thriller",2009,tt1136608,7.9,726343,JP
King of Hearts,movie,"Comedy, Drama, War",1966,tt0060908,7.3,4480,JP
Golgo 13: The Professional,movie,"Action, Animation, Crime",1983,tt0086148,6.8,3447,JP
Tetsuo II: Body Hammer,movie,"Drama, Fantasy, Horror",1992,tt0105569,6.4,5230,JP
Hannah Montana: The Movie,movie,"Comedy, Drama, Family",2009,tt1114677,4.7,46513,US
Tokyo Story,movie,Drama,1953,tt0046438,8.1,70714,JP
The Proposal,movie,"Comedy, Drama, Romance",2009,tt1041829,6.8,371284,US
A Better Tomorrow II,movie,"Action, Crime, Drama",1987,tt0094357,7.2,11581,JP
Night at the Museum: Battle of the Smithsonian,movie,"Adventure, Comedy, Family",2009,tt1078912,6,216753,JP
My Tutor Friend,movie,"Action, Comedy, Romance",2003,tt0348591,6.5,2578,JP
Too Beautiful to Lie,movie,"Comedy, Romance",2004,tt0390042,7,1984,JP
Castaway on the Moon,movie,"Comedy, Drama, Romance",2009,tt1499666,8,20045,JP
Lovers of 6 Years,movie,Romance,2008,tt1233458,5.8,326,JP
Bronson,movie,"Action, Crime, Drama",2008,tt1172570,7,143007,JP
The Hottest State,movie,"Drama, Music, Romance",2006,tt0496319,6,2923,JP
Twinkle Twinkle Lucky Stars,movie,"Action, Comedy",1985,tt0090342,6.2,4589,JP
The Lizzie McGuire Movie,movie,"Adventure, Comedy, Family",2003,tt0306841,5.6,42824,US
Fearless Hyena 2,movie,"Action, Drama",1983,tt0085864,5,1948,JP
Election,movie,"Crime, Drama, Thriller",2005,tt0434008,7.1,11617,JP
To Kill with Intrigue,movie,"Action, Drama",1977,tt0076227,5.3,1412,JP
Spiritual Kung Fu,movie,"Action, Comedy, Fantasy",1978,tt0078128,5.7,2585,JP
Twin Dragons,movie,"Action, Comedy",1992,tt0105399,6.4,13070,JP
Island of Fire,movie,"Action, Crime, Drama",1991,tt0099812,5.7,4031,JP
Doppelganger,movie,"Horror, Romance, Thriller",1993,tt0106753,4.4,4218,JP
The Hangover,movie,Comedy,2009,tt1119646,7.7,865447,JP
The Magnificent Butcher,movie,"Action, Comedy, Drama",1979,tt0079472,7.2,2657,JP
Clash of the Titans,movie,"Action, Adventure, Fantasy",2010,tt0800320,5.8,295680,JP
Ghost in the Shell: Stand Alone Complex - The Laughing Man,movie,"Action, Animation, Drama",2005,tt1024215,8.1,2231,JP
